Numero	Nimi	Valmistaja	Pullokoko	Hinta	Litrahinta	Uutuus	Hinnastojärjestyskoodi	Tyyppi	Alatyyppi	Erityisryhmä	Oluttyyppi	Valmistusmaa	Alue	Ala-alue	Vuosikerta	Etikettimerkintöjä	Huomautus	Rypäleet	Luonnehdinta	Pakkaustyyppi	Suljentatyyppi	Alkoholi	Hapot g/l	Sokeri g/l	Kantavierrep	Väri EBC	Katkerot EBU	Energia kcal/100 ml	Valikoima
489737	Santerra Syrah 2012		0,75	7,30	9,60		110	punaviinit				Espanja	Utiel-Requena		2012	Murviedro, DOP Utiel-Requena		Syrah	Keskitäyteläinen , keskitanniininen, makea, kypsän marjainen, karpalohilloinen	pullo	metallinen kierrekapseli	12,50	5,2	35				100	vakiovalikoima
463187	Bienvenido Gran Reserva 2006		0,75	9,98	13,17		110	punaviinit				Espanja	Valdepeñas		2006	Grupo de Bodegas Vinartis, DO Valdepeñas, Gran Reserva		Tempranillo	Keskitäyteläinen , tanniininen, hapankirsikkainen, kevyen puolukkainen, mausteinen, hennon tamminen	pullo	luonnonkorkki	12,50	5,2					80	vakiovalikoima
006594	Don Opas 2012		0,75	6,48	8,51		110	punaviinit				Espanja	Valdepeñas		2012	Grupo de Bodegas Vinartis, DO Valdepeñas		Tempranillo	Keskitäyteläinen , keskitanniininen, kirsikkainen, puolukkainen, kevyen vaniljainen	pullo	metallinen kierrekapseli	12,00	5,1					80	vakiovalikoima
006242	Pata Negra Gran Reserva 2005		0,75	10,99	14,52		110	punaviinit				Espanja	Valdepeñas		2005	Vinartis, DO Valdepeñas, Gran Reserva		Tempranillo	Keskitäyteläinen , tanniininen, hapankirsikkainen, mausteinen, hennon vaniljainen, tamminen	pullo	luonnonkorkki	13,00	5,3					80	vakiovalikoima
005573	Señorío de los Llanos Crianza 2010		0,75	7,70	10,13		110	punaviinit				Espanja	Valdepeñas		2010	Grupo de Bodegas Vinartis, DO Valdepeñas		Tempranillo	Keskitäyteläinen , keskitanniininen, luumuinen, hennon nahkainen, kevyen tamminen	pullo	luonnonkorkki	12,50	5,2					80	vakiovalikoima
006915	Señorío de los Llanos Gran Reserva 2006		0,75	8,98	11,84		110	punaviinit				Espanja	Valdepeñas		2006	Grupo de Bodegas Vinartis, DO Valdepeñas, Gran Reserva		Tempranillo	Keskitäyteläinen , tanniininen, hapankirsikkainen, kevyen vadelmainen, mausteinen, tamminen	pullo	luonnonkorkki	12,50	5,1					80	vakiovalikoima
004996	Viña Albali Cabernet Sauvignon Reserva 2007		0,75	9,49	12,52		110	punaviinit				Espanja	Valdepeñas		2007	Felíx Solís, DO Valdepeñas, Reserva		Cabernet, Tempranillo	Keskitäyteläinen , keskitanniininen, hapankirsikkainen, viikunainen, nahkainen, kevyen mausteinen	pullo	luonnonkorkki	13,00	5,9					80	vakiovalikoima
462307	Viña Albali Crianza 2010		0,75	7,98	10,51		110	punaviinit				Espanja	Valdepeñas		2010	Felíx Solís, DO Valdepeñas		Tempranillo	Keskitäyteläinen , tanniininen, karpaloinen, punaherukkainen, mausteinen	pullo	metallinen kierrekapseli	13,00	5,5					80	vakiovalikoima
005153	Viña Albali Gran Reserva 2007		0,75	9,98	13,17		110	punaviinit				Espanja	Valdepeñas		2007	Félix Solis, DO Valdepeñas		Tempranillo	Keskitäyteläinen , tanniininen, punamarjainen, viikunainen, nahkainen, mokkainen, tamminen	pullo	luonnonkorkki	13,00	5,3					80	vakiovalikoima
430158	Vinã Albali Gran Selección Tempranillo 2010 hanapakkaus		3,00	30,90	10,30		110	punaviinit				Espanja	Valdepeñas		2010	Félix Solís, DO Valdepeñas		Tempranillo	Keskitäyteläinen , tanniininen, marjainen, punaherukkainen, vaniljainen	hanapakkaus	kartonkipakkaus	13,00	5,2					80	vakiovalikoima
005352	Viña Albali Reserva 2009		0,38	4,99	13,04		110	punaviinit				Espanja	Valdepeñas		2009	Felix Solis, DO Valdepeñas		Tempranillo	Keskitäyteläinen , tanniininen, kirsikkainen, punaherukkainen, mausteinen, kevyen tamminen, vaniljainen	pullo	luonnonkorkki	12,50	5,3					80	vakiovalikoima
006645	Viña Albali Reserva 2009		0,75	8,98	11,84		110	punaviinit				Espanja	Valdepeñas		2009	Felíx Solís, DO Valdepeñas		Tempranillo	Keskitäyteläinen , tanniininen, kirsikkainen, punaherukkainen, mausteinen, kevyen tamminen, vaniljainen	pullo	metallinen kierrekapseli	13,00	5,3					80	vakiovalikoima
467667	Viña Albali Tempranillo 2012		0,75	6,98	9,17		110	punaviinit				Espanja	Valdepeñas		2012	Félix Solís, DO Valdepeñas		Tempranillo	Keskitäyteläinen , tanniininen, kirsikkainen, vadelmainen, hennon mausteinen	pullo	metallinen kierrekapseli	13,00	5					80	vakiovalikoima
470724	Castillo Montroy Reserva 2009		0,38	4,48	11,68		110	punaviinit				Espanja	Valencia		2009	Anecoop, DO Valencia		Tempranillo, Monastrell	Keskitäyteläinen , keskitanniininen, kirsikkainen, karhunvatukkainen, yrttinen	pullo	luonnonkorkki	13,50	5,2					90	vakiovalikoima
007072	Castillo Montroy Reserva 2010		0,75	6,96	9,15		110	punaviinit				Espanja	Valencia		2010	Anecoop, DO Valencia		Tempranillo, Monastrell	Keskitäyteläinen , keskitanniininen, kirsikkainen, karhunvatukkainen, yrttinen	pullo	luonnonkorkki	13,50	5,2					90	vakiovalikoima
006366	El Copero 2012		0,75	6,98	9,17		110	punaviinit				Espanja	Valencia		2012	Clásicos del Mediterráneo, DOP Valencia		Bobal, Monastrell	Keskitäyteläinen , vähätanniininen, makeahko, marjamehuinen, hennon vaniljainen	pullo	synteettinen korkki	12,00	4,7	12				80	vakiovalikoima
436517	Icono Cabernet Sauvignon 2011		0,75	7,98	10,51		110	punaviinit				Espanja	Valencia		2011	Anecoop, DO Valencia		Cabernet Sauvignon	Täyteläinen , tanniininen, kevyen herukkainen, yrttinen, kevyen tallinen, tamminen	pullo	metallinen kierrekapseli	14,00	5,9	5				90	vakiovalikoima
480848	Icono Selección Especial  hanapakkaus		2,00	18,98	9,49		110	punaviinit				Espanja	Valencia			Anecoop, DO Valencia		Cabernet Sauvignon, Tempranillo, Syrah	Keskitäyteläinen , tanniininen, kypsän kirsikkainen, mausteinen, lämmin	hanapakkaus	kartonkipakkaus	14,00	5,6	6				90	vakiovalikoima
006812	Los Monteros Crianza 2010		0,75	9,30	12,27		110	punaviinit				Espanja	Valencia		2010	Bodegas Murviedro, DOP Valencia		Monastrell	Keskitäyteläinen , keskitanniininen, kypsän marjainen, mausteinen, kevyen tervainen	pullo	luonnonkorkki	13,50	5,4					90	vakiovalikoima
422548	Los Monteros Tinto 2011 hanapakkaus		3,00	28,50	9,50		110	punaviinit				Espanja	Valencia		2011	Clásicos del Mediterráneo, DO Valencia		Monastrell, Tempranillo	Keskitäyteläinen , keskitanniininen, kypsän kirsikkainen, hennon puolukkainen, mausteinen	hanapakkaus	kartonkipakkaus	13,00	4,7					80	vakiovalikoima
005315	Palacio del Conde Tempranillo  hanapakkaus		2,00	17,99	8,99		110	punaviinit				Espanja	Valencia			Coop. La Viña, DO Valencia		Tempranillo	Keskitäyteläinen , tanniininen, tummakirsikkainen, kypsän karpaloinen, mausteinen	hanapakkaus	kartonkipakkaus	14,00	5,3	6				90	vakiovalikoima
496777	Radio Boca Tempranillo 2011		0,75	7,49	9,85		110	punaviinit				Espanja	Valencia		2011	Vinnico Export, DO Valencia		Tempranillo	Keskitäyteläinen , keskitanniininen, tummakirsikkainen, kevyen mansikkainen, mausteinen	pullo	metallinen kierrekapseli	13,00	4,8	7				90	vakiovalikoima
447367	Allesverloren Cabernet Sauvignon 2011		0,75	16,48	21,84		110	punaviinit				Etelä-Afrikka	Coastal Region		2011	Allesverloren Wine Estate, WO Swartland		Cabernet Sauvignon	Täyteläinen , erittäin tanniininen, hapankirsikkainen, herukkainen, mausteinen, kevyen savuinen, tamminen	pullo	luonnonkorkki	13,50	6,3					90	vakiovalikoima
436597	Allesverloren Tinta Barocca 2010		0,75	14,48	19,17		110	punaviinit				Etelä-Afrikka	Coastal Region		2010	Allesverloren, WO Swartland		Tinta Barocca	Täyteläinen , tanniininen, kypsän kirsikkainen, kevyen mustaherukkainen, mausteinen, hennon tervainen	pullo	luonnonkorkki	14,00	6,2					90	vakiovalikoima
427737	Avondale Jonty's Ducks 2009		0,75	14,13	18,71		110	punaviinit		luomu		Etelä-Afrikka	Coastal Region		2009	Avondale, WO Paarl		Shiraz, Cabernet Sauvignon	Täyteläinen , tanniininen, hapankirsikkainen, karpalohilloinen, hennon tervainen, mausteinen	pullo	metallinen kierrekapseli	14,00	5,8					90	vakiovalikoima
463737	Baboon's Back Shiraz 2012		0,75	12,55	16,60		110	punaviinit				Etelä-Afrikka	Coastal Region		2012	Slent Farms, WO Voor Paardeberg		Shiraz	Täyteläinen , keskitanniininen, karhunvatukkainen, kypsän vadelmainen, mausteinen, hennon savuinen	pullo	luonnonkorkki	14,00	5,6					90	vakiovalikoima
403217	Delheim Family Blend 2011		0,75	15,25	20,20		110	punaviinit				Etelä-Afrikka	Coastal Region		2011	Delheim, WO Simonsberg-Stellenbosch		Merlot, Cabernet Franc	Täyteläinen , tanniininen, tumman luumuinen, karhunvatukkainen, mausteinen, kevyen tamminen, ryhdikäs	pullo	luonnonkorkki	14,00	5,7					90	vakiovalikoima
494447	Earth Song Shiraz Mourvèdre 2012		0,75	9,73	12,84		110	punaviinit				Etelä-Afrikka	Coastal Region		2012	Overhex Wines International, WO Paarl		Shiraz, Mourvèdre	Täyteläinen , keskitanniininen, tummakirsikkainen, luumuinen, paprikainen, yrttinen	pullo	metallinen kierrekapseli	14,00	5,9	6				90	vakiovalikoima
407357	KWV The Mentors Pinotage 2011		0,75	30,40	40,53		110	punaviinit				Etelä-Afrikka	Coastal Region		2011	KWV, WO Coastal Region		Pinotage	Täyteläinen , keskitanniininen, boysenmarjainen, tumman luumuinen, mokkainen, mausteinen, tamminen, runsas, pitkä	pullo	metallinen kierrekapseli	14,50	6,2					90	vakiovalikoima
458747	Leopard Frog Aphrodite Africa Cabernet Franc 2004		0,75	50,50	67,33		110	punaviinit				Etelä-Afrikka	Coastal Region		2004	Leopard Frog Vineyards, WO Stellenbosch			Täyteläinen , tanniininen, tummakirsikkainen, luumuinen, kypsän karpaloinen, mausteinen, tamminen, lämmin	pullo	luonnonkorkki	14,50	5,6					90	erikoisvalikoima
473107	Lyngrove Reserve Shiraz Pinotage 2011		0,75	9,47	12,49		110	punaviinit				Etelä-Afrikka	Coastal Region		2011	Lyngrove, WO Stellenbosch		Shiraz, Pinotage	Täyteläinen , keskitanniininen, karhunvatukkainen, tumman luumuinen, mokkainen, hennon yrttinen	pullo	metallinen kierrekapseli	14,50	5,6					90	vakiovalikoima
495787	Ostrich Landing Shiraz 2013		0,75	7,98	10,51		110	punaviinit				Etelä-Afrikka	Coastal Region		2013	Overhex, WO Swartland		Shiraz	Täyteläinen , keskitanniininen, tumman marjainen, kirsikkainen, kevyen vaniljainen, hennon kahvinen, savuinen	pullo	metallinen kierrekapseli	14,00	5,4	6				90	vakiovalikoima
404794	Place in the Sun Cabernet Sauvignon Shiraz 2013		0,38	4,99	13,04	uutuus	110	punaviinit		eettinen		Etelä-Afrikka	Coastal Region		2013	Cape Legends, WO Stellenbosch		Cabernet Sauvignon, Shiraz .	Täyteläinen , keskitanniininen, kirsikkainen, luumuinen, mausteinen, hennon mokkainen	pullo	metallinen kierrekapseli	13,50	5,7					90	vakiovalikoima
444477	Rhebokskloof Black Marble Hill Syrah 2010		0,75	40,10	53,33		110	punaviinit				Etelä-Afrikka	Coastal Region		2010	Rhebokskloof, WO Paarl			Erittäin täyteläinen , tanniininen, herukkainen, tumman luumuinen, karhunvatukkainen, suklainen, tamminen, roteva, pitkä	pullo	luonnonkorkki	15,00	5,9	4				100	erikoisvalikoima
441357	Rust En Vrede 1694 2007		0,75	100,40	133,87		110	punaviinit				Etelä-Afrikka	Coastal Region		2007	Rust en Vrede, W.O. Stellenbosch			Erittäin täyteläinen , tanniininen, tumman luumuinen, viikunainen, kypsän kirsikkainen, mausteinen, suklainen, tamminen, lämmin, pitkä	pullo	luonnonkorkki	15,00	6,5					100	erikoisvalikoima
422747	Rust en Vrede Estate Cabernet 2009		0,75	24,50	32,53		110	punaviinit				Etelä-Afrikka	Coastal Region		2009	Rust en Vrede, WO Stellenbosch		Cabernet Sauvignon	Erittäin täyteläinen , tanniininen, mustaherukkainen, kirsikkainen, savuinen, tervainen, yrttinen, lämmin	pullo	luonnonkorkki	14,50	6,3					100	vakiovalikoima
451067	Saxenburg Private Collection Shiraz 2009		0,75	20,40	27,07		110	punaviinit				Etelä-Afrikka	Coastal Region		2009	Saxenburg Estate, WO Stellenbosch		Shiraz	Täyteläinen , tanniininen, tummakirsikkainen, luumuinen, mausteinen, hennon savuinen, lämmin	pullo	luonnonkorkki	14,00	5,8					90	vakiovalikoima
466017	Simonsig Shiraz 2011		0,75	11,97	15,83		110	punaviinit				Etelä-Afrikka	Coastal Region		2011	Simonsig, WO Stellenbosch		Shiraz	Täyteläinen , tanniininen, karhunvatukkainen, tummakirsikkainen, hennon tervainen, kevyen tamminen	pullo	metallinen kierrekapseli	14,50	5,6					90	vakiovalikoima
411557	The Beacon Shiraz 2009		0,75	25,40	33,87		110	punaviinit				Etelä-Afrikka	Coastal Region		2009	Fairview, WO Paarl			Erittäin täyteläinen , tanniininen, tumman luumuinen, suklainen, hennon mokkainen, mausteinen, vaniljainen, tamminen, roteva, lämmin, pitkä	pullo	luonnonkorkki	14,50	6					90	erikoisvalikoima
494977	The Library Collection Edition: MB 2004 		0,75	59,70	79,60		110	punaviinit				Etelä-Afrikka	Coastal Region			Waterford Wines, WO Stellenbosch	Pullossa sakkaa		Täyteläinen , tanniininen, kypsän kirsikkainen, viikunainen, tummasuklainen, hennon setrinen, musteinen, mausteinen, tyylikäs	pullo	luonnonkorkki	14,50	5					90	erikoisvalikoima
404617	The Tower Shiraz 2011		0,75	9,35	12,33		110	punaviinit				Etelä-Afrikka	Coastal Region		2011	Fairview, Coastal Region		Shiraz	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, maitosuklainen, mausteinen, hennon tamminen	pullo	metallinen kierrekapseli	14,00	5,5					90	vakiovalikoima
455757	Waterford Estate Shiraz 2005		0,75	30,30	40,40		110	punaviinit				Etelä-Afrikka	Coastal Region		2005	Waterford Estate, WO Stellenbosch			Erittäin täyteläinen , tanniininen, kypsän kirsikkainen, luumuinen, tummasuklainen, kevyen lääkeyrttinen, mausteinen, runsas, roteva, pitkä	pullo	luonnonkorkki	14,50	5,7					90	erikoisvalikoima
433657	Vergelegen Cabernet Sauvignon Merlot 2010		0,75	12,99	17,19		110	punaviinit				Etelä-Afrikka	Coastal Region		2010	Vergelegen, WO Stellenbosch		Cabernet Sauvignon, Merlot, Cabernet Franc	Täyteläinen , tanniininen, herukkainen, paprikainen, yrttinen, hennon savuinen, kevyen tallinen, tamminen	pullo	luonnonkorkki	14,00	5,7					90	vakiovalikoima
005946	Zonnebloem Pinotage 2012		0,75	9,98	13,17		110	punaviinit				Etelä-Afrikka	Coastal Region		2012	Zonnebloem Wines, Stellenbosch		Pinotage	Täyteläinen , tanniininen, karpaloinen, kirsikkainen, savuinen, mausteinen, tamminen	pullo	luonnonkorkki	14,00	5,4					90	vakiovalikoima
460007	Bundustar Merlot 2013		0,75	9,28	12,24		110	punaviinit		luomu, eettinen		Etelä-Afrikka	Muut		2013	Home of Origin Wine, WO Western Cape		Merlot	Keskitäyteläinen , keskitanniininen, marjainen, puolukkainen, kevyen mausteinen	pullo	metallinen kierrekapseli	13,50	5,8					90	vakiovalikoima
402267	Café Culture Coffee Mocha Pinotage 2013		0,75	10,88	14,37		110	punaviinit		eettinen		Etelä-Afrikka	Muut		2013	KWV, Western Cape		Pinotage	Täyteläinen , keskitanniininen, tumman luumuinen, karhunvatukkainen, kevyen kahvinen, lihaisa, savuinen	pullo	metallinen kierrekapseli	14,00	6,5					90	vakiovalikoima
480387	Cluver & Schaal Pinot Noir 2012		0,75	12,90	17,07		110	punaviinit				Etelä-Afrikka	Muut		2012	JBF, WO Elgin		Pinot Noir	Keskitäyteläinen , keskitanniininen, kirsikkainen, kypsän karpaloinen, vadelmainen, hennon orvokkinen, kevyen pippurinen	pullo	metallinen kierrekapseli	13,50	5,1					90	vakiovalikoima
414347	De Krans Touriga Nacional 2012		0,75	15,25	20,20		110	punaviinit				Etelä-Afrikka	Muut		2012	De Krans Wines, WO Calitzdorp		Touriga Nacional	Täyteläinen , tanniininen, tummakirsikkainen, karhunvatukkainen, mausteinen, tamminen, runsas	pullo	luonnonkorkki	14,00	5,9					90	vakiovalikoima
433987	Drostdy-Hof Shiraz Merlot 2013		0,75	8,49	11,19		110	punaviinit				Etelä-Afrikka	Muut		2013	Distell, WO Western Cape		Shiraz, Merlot, Petit Verdot	Täyteläinen , tanniininen, makean herukkainen, tamminen, hennon savuinen	pullo	metallinen kierrekapseli	13,50	5,6	6				90	vakiovalikoima
442588	Expresso Mokka Pinotage 2013 viinipussi		1,50	18,00	12,00		110	punaviinit				Etelä-Afrikka	Muut		2013	EDC NV, WO Western Cape		Pinotage	Keskitäyteläinen , keskitanniininen, vadelmainen, banaaninen, mausteinen, mokkainen, vaniljainen	viinipussi	kartonkipakkaus	14,00	5,5					90	vakiovalikoima
487538	Fairhills Shiraz 2012 hanapakkaus		3,00	30,60	10,20		110	punaviinit		eettinen		Etelä-Afrikka	Muut		2012	Fairhills, Western Cape		Shiraz	Täyteläinen , keskitanniininen, punamarjainen, kevyen karpaloinen, mokkainen	hanapakkaus	kartonkipakkaus	14,00	5,2	6				90	vakiovalikoima
441798	Festivo  kartonkitölkki		1,00	9,39	9,39		110	punaviinit				Etelä-Afrikka	Muut			Pernod Ricard Finland		Cabernet Sauvignon, Shiraz, Cinsault	Keskitäyteläinen , keskitanniininen, karpaloinen, mausteinen, hennon kahvinen	kartonkitölkki	muovisuljin	13,50	4,9					90	vakiovalikoima
495557	Flagstone Writer's Block Pinotage 2011		0,75	14,97	19,83		110	punaviinit				Etelä-Afrikka	Muut		2011	Flagstone Wines, WO Breedekloof		Pinotage	Erittäin täyteläinen , tanniininen, karhunvatukkainen, herukkainen, savuinen, mausteinen, tamminen, roteva	pullo	metallinen kierrekapseli	14,50	6					90	vakiovalikoima
436837	Footmark Pinotage 2013		0,75	6,98	9,17		110	punaviinit				Etelä-Afrikka	Muut		2013	Peter Mertes, Western Cape		Pinotage	Keskitäyteläinen , keskitanniininen, makean mustikkainen, boysenmarjainen, mausteinen, savuinen	pullo	metallinen kierrekapseli	14,50	5,5	6				90	vakiovalikoima
468758	Goue Vallei Shiraz Cabernet Sauvignon 2012 hanapakkaus		3,00	28,90	9,63		110	punaviinit				Etelä-Afrikka	Muut		2012	Citrusdal Wines, Western Cape		Shiraz, Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, tumman luumuinen, herukkainen, mausteinen, tamminen	hanapakkaus	kartonkipakkaus	14,00	6,2					90	vakiovalikoima
414027	Graham Beck Shiraz Cabernet 2011		0,75	9,99	13,19		110	punaviinit				Etelä-Afrikka	Muut		2011	Graham Beck Wines, Western Cape		Shiraz, Cabernet Sauvignon	Täyteläinen , keskitanniininen, karhunvatukkainen, kirsikkainen, mausteinen, tamminen	pullo	metallinen kierrekapseli	14,00	5,8					90	vakiovalikoima
447067	Juno Shiraz Mourvèdre Viognier 2012		0,75	10,30	13,60		110	punaviinit				Etelä-Afrikka	Muut		2012	Juno Wine Company, WO Western Cape		Shiraz, Mourvèdre, Viognier	Täyteläinen , keskitanniininen, karhunvatukkainen, kirsikkainen, kevyen minttuinen, hennon suklainen	pullo	metallinen kierrekapseli	14,50	5,4					90	vakiovalikoima
466997	Kumala Cabernet Sauvignon-Shiraz 2013		0,75	8,98	11,84		110	punaviinit				Etelä-Afrikka	Muut		2013	Accolade Wines, Western Cape		Cabernet Sauvignon, Shiraz, Cabernet Franc	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, mausteinen, kevyen savuinen	pullo	metallinen kierrekapseli	14,50	6,2	6				90	vakiovalikoima
466998	Kumala Cabernet Sauvignon-Shiraz 2013 hanapakkaus		3,00	29,90	9,97		110	punaviinit				Etelä-Afrikka	Muut		2013	Accolade Wines, Western Cape		Cabernet Sauvignon, Shiraz	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, mausteinen, kevyen savuinen	hanapakkaus	kartonkipakkaus	14,50	6,2	6				90	vakiovalikoima
451877	Kumala Merlot-Pinotage 2013		0,75	8,47	11,16		110	punaviinit				Etelä-Afrikka	Muut		2013	Accolade Wines, Western Cape		Merlot, Pinotage	Keskitäyteläinen , keskitanniininen, karpaloinen, mustikkainen, kevyen mausteinen	pullo	metallinen kierrekapseli	13,50	6,3	5				90	vakiovalikoima
005436	KWV Classic Collection Cabernet Sauvignon 2012		0,75	9,98	13,17		110	punaviinit				Etelä-Afrikka	Muut		2012	KWV, Western Cape		Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, tummakirsikkainen, kevyen puolukkainen, mausteinen, hennon mokkainen	pullo	metallinen kierrekapseli	13,50	5,9					90	vakiovalikoima
006726	KWV Classic Collection Pinotage 2012		0,75	9,98	13,17		110	punaviinit				Etelä-Afrikka	Muut		2012	KWV, Western Cape		Pinotage	Täyteläinen , keskitanniininen, makean luumuinen, vadelmainen, hennon savuinen, mausteinen	pullo	metallinen kierrekapseli	13,50	5,8	6				90	vakiovalikoima
449137	KWV Classic Collection Shiraz 2011		0,75	9,98	13,17		110	punaviinit				Etelä-Afrikka	Muut		2011	KWV, Western Cape		Shiraz	Täyteläinen , keskitanniininen, kypsän puolukkainen, kevyen mokkainen, mausteinen, hennon vaniljainen	pullo	metallinen kierrekapseli	14,00	6,4	5				90	vakiovalikoima
428297	Live-a-Little Really Ravishing Red 2013		0,75	9,28	12,24		110	punaviinit		luomu, eettinen		Etelä-Afrikka	Muut		2013	Stellar Winery, WO Western Cape		Shiraz, Pinotage	Keskitäyteläinen , keskitanniininen, marjainen, karpaloinen, kevyen savuinen, mausteinen	pullo	metallinen kierrekapseli	13,50	5,8					90	vakiovalikoima
482328	Namaqua  hanapakkaus		3,00	24,90	8,30		110	punaviinit				Etelä-Afrikka	Muut			Namaqua Wines		Shiraz, Cabernet Sauvignon, Ruby Cabernet	Kevyt , keskitanniininen, punaherukkainen, mausteinen, hennon pippurinen	hanapakkaus	kartonkipakkaus	12,50	5,5					80	vakiovalikoima
441848	Nederburg Shiraz Viognier 2013 hanapakkaus		3,00	33,90	11,30		110	punaviinit				Etelä-Afrikka	Muut		2013	Nederburg Wines, Western Cape		Shiraz, Viognier	Täyteläinen , keskitanniininen, makean karpaloinen, mausteinen, vaniljainen, hennon mokkainen	hanapakkaus	kartonkipakkaus	13,50	5,5	6				90	vakiovalikoima
462387	Nederburg Winemaster's Reserve Edelrood 2012		0,75	10,99	14,52		110	punaviinit				Etelä-Afrikka	Muut		2012	Nederburg Wines, WO Western Cape		Cabernet Sauvignon, Merlot	Täyteläinen , tanniininen, kirsikkainen, herukkainen, mausteinen, kahvinen	pullo	metallinen kierrekapseli	14,00	5,9					90	vakiovalikoima
452407	Nederburg Winemaster's Reserve Shiraz 2012		0,75	10,99	14,52		110	punaviinit				Etelä-Afrikka	Muut		2012	Nederburg Wines, Western Cape		Shiraz	Täyteläinen , tanniininen, tumman marjainen, vadelmainen, mokkainen, mausteinen, vaniljainen	pullo	metallinen kierrekapseli	14,00	5,4					90	vakiovalikoima
437128	Out of Africa Merlot 2012 hanapakkaus		3,00	29,40	9,80		110	punaviinit				Etelä-Afrikka	Muut		2012	African Terroir, Western Cape		Merlot	Keskitäyteläinen , keskitanniininen, kirsikkainen, punaherukkainen, kevyen mausteinen	hanapakkaus	kartonkipakkaus	13,50	5,5					90	vakiovalikoima
416738	Out of Africa Pinotage - Shiraz 2013 hanapakkaus		3,00	31,40	10,47		110	punaviinit		luomu		Etelä-Afrikka	Muut		2013	African Terroir, Western Cape		Pinotage, Shiraz	Täyteläinen , keskitanniininen, herukkainen, kypsän luumuinen, mausteinen, hennon savuinen	hanapakkaus	kartonkipakkaus	14,00	5,7					90	vakiovalikoima
445018	Palesa Shiraz 2013 viinipussi		1,50	16,92	11,28		110	punaviinit		eettinen		Etelä-Afrikka	Muut		2013	Uniwines, WO Breedekloof		Shiraz, Viognier	Keskitäyteläinen , keskitanniininen, tumman marjainen, maitosuklainen, hennon nokinen, mausteinen	viinipussi	kartonkipakkaus	14,50	5,7					90	vakiovalikoima
420938	Rain Dance Shiraz-Ruby Cabernet  hanapakkaus		3,00	25,90	8,63		110	punaviinit				Etelä-Afrikka	Muut			Namaqua Wines, Western Cape		Shiraz, Ruby Cabernet	Täyteläinen , keskitanniininen, makean marjainen, kevyen vadelmainen, hennon vaniljainen	hanapakkaus	kartonkipakkaus	14,00	5,9					90	vakiovalikoima
468927	Raka Quinary 2009		0,75	16,55	21,93		110	punaviinit				Etelä-Afrikka	Muut		2009	Raka Wines, WO Klein Rivier		Cabernet Sauvignon, Merlot, Cabernet Franc, Petit Verdot, Malbec	Täyteläinen , tanniininen, hapankirsikkainen, tumman karpaloinen, mausteinen, kevyen savuinen, hennon suklainen, tamminen	pullo	luonnonkorkki	14,00	5,8					90	vakiovalikoima
427528	Rijk's Private Cellar 2012 hanapakkaus		3,00	31,90	10,63		110	punaviinit				Etelä-Afrikka	Muut		2012	Rijk's, WO Western Cape		Syrah, Mourvèdre, Cinsault, Viognier	Keskitäyteläinen , keskitanniininen, tumman marjainen, hennon lakritsinen, kevyen nokinen, lämmin	hanapakkaus	kartonkipakkaus	14,50	5,7					90	vakiovalikoima
468627	Roodeberg Red 2011		0,75	11,88	15,71		110	punaviinit				Etelä-Afrikka	Muut		2011	KWV, Western Cape		Cabernet Sauvignon, Merlot, Shiraz	Keskitäyteläinen , keskitanniininen, karpaloinen, mausteinen, kevyen savuinen	pullo	metallinen kierrekapseli	14,50	6,4					90	vakiovalikoima
407428	Sediba Merlot Shiraz 2013 viinipussi		1,50	15,51	10,34		110	punaviinit				Etelä-Afrikka	Muut		2013	Distell, Western Cape		Merlot, Shiraz	Keskitäyteläinen , keskitanniininen, marjainen, tummakirsikkainen, mausteinen, hennon savuinen	viinipussi	kartonkipakkaus	13,50	5,6	6				90	vakiovalikoima
438178	Stony Cape Cinsault Ruby Cabernet  hanapakkaus		3,00	26,50	8,83		110	punaviinit				Etelä-Afrikka	Muut			New World Wine Import, Western Cape		Ruby Cabernet, Cinsault	Keskitäyteläinen , keskitanniininen, marjainen, kevyen mansikkainen, hennon nokinen	hanapakkaus	kartonkipakkaus	13,00	5,3					80	vakiovalikoima
407147	Sutherland Pinot Noir 2011		0,75	20,10	26,80		110	punaviinit				Etelä-Afrikka	Muut		2011	Thelema Mountain Vineyards, WO Elgin		Pinot Noir	Keskitäyteläinen , keskitanniininen, karpaloinen, mansikkainen, kirsikkainen, kevyen mausteinen, hennon tamminen	pullo	luonnonkorkki	14,00	5,1					90	vakiovalikoima
431437	Thandi Shiraz Cabernet Sauvignon 2011		0,75	9,98	13,17		110	punaviinit		eettinen		Etelä-Afrikka	Muut		2011	Thandi Wines, Western Cape		Shiraz, Cabernet Sauvignon	Keskitäyteläinen , keskitanniininen, tumman karpaloinen, boysenmarjainen, hennon vaniljainen	pullo	metallinen kierrekapseli	14,00	5,7					90	vakiovalikoima
