Numero	Nimi	Valmistaja	Pullokoko	Hinta	Litrahinta	Uutuus	Hinnastojärjestyskoodi	Tyyppi	Alatyyppi	Erityisryhmä	Oluttyyppi	Valmistusmaa	Alue	Ala-alue	Vuosikerta	Etikettimerkintöjä	Huomautus	Rypäleet	Luonnehdinta	Pakkaustyyppi	Suljentatyyppi	Alkoholi	Hapot g/l	Sokeri g/l	Kantavierrep	Väri EBC	Katkerot EBU	Energia kcal/100 ml	Valikoima
404128	Two Oceans Shiraz 2013 hanapakkaus		3,00	29,90	9,97		110	punaviinit				Etelä-Afrikka	Muut		2013	Bergkelder, Western Cape		Shiraz	Täyteläinen , keskitanniininen, marjahilloinen, mausteinen, mokkainen, vaniljainen	hanapakkaus	kartonkipakkaus	13,50	5,4	6				90	vakiovalikoima
434227	Two Oceans Soft & Fruity Red 2013		0,75	7,98	10,51		110	punaviinit				Etelä-Afrikka	Muut		2013	Bergkelder, WO Western Cape		Shiraz, Merlot, Petit Verdot	Keskitäyteläinen , keskitanniininen, karpaloinen, kevyen mausteinen, hennon savuinen	pullo	metallinen kierrekapseli	13,50	5,6	6				90	vakiovalikoima
421467	Ukulunga Shiraz 2011		0,75	9,35	12,33		110	punaviinit		eettinen		Etelä-Afrikka	Muut		2011	Arcus, Western Cape		Shiraz	Keskitäyteläinen , keskitanniininen, tumman marjainen, hennon mansikkainen, savuinen	pullo	metallinen kierrekapseli	14,00	6					90	vakiovalikoima
449187	Versus Red 2012		0,75	6,89	9,05		110	punaviinit				Etelä-Afrikka	Muut		2012	Wine people Europe, Western Cape		Cabernet Sauvignon, Shiraz, Merlot	Keskitäyteläinen , keskitanniininen, mansikkainen, vadelmainen, hennon mokkainen	pullo	metallinen kierrekapseli	12,50	6	6				90	vakiovalikoima
419397	Duradero 2008		0,75	22,20	29,60		110	punaviinit				Euroopan unioni			2008	Quinta do Portal, Vinho de Mesa/Vino de Mesa			Erittäin täyteläinen , tanniininen, tumman marjainen, viikunainen, mausteinen, nahkainen, tamminen, lämmin	pullo	luonnonkorkki	14,00	5					90	erikoisvalikoima
426347	Tbilvino Mukuzani 2012		0,75	13,97	18,49		110	punaviinit				Georgia			2012	Tbilvino, Kakheti, Mukuzani		Saperavi	Keskitäyteläinen , tanniininen, karpaloinen, punaherukkainen, mausteinen, lääkeyrttinen, vivahteikas	pullo	luonnonkorkki	12,50	5,5					80	vakiovalikoima
418057	Collage Cabernet Sauvignon Petite Sirah 2012		0,75	13,25	17,53		110	punaviinit		košer		Israel			2012	Teperberg 1870, Samson		Cabernet Sauvignon, Petite Sirah	Keskitäyteläinen , keskitanniininen, punamarjainen, kevyen karhunvatukkainen, hennon mausteinen, vaniljainen	pullo	metallinen kierrekapseli	13,00	5,7					80	vakiovalikoima
498278	Ciao Sangiovese  kartonkitölkki		1,00	9,31	9,31		110	punaviinit		luomu		Italia	Abruzzit			Cantine Sgarzi Luigi, IGT Terre di Chieti		Sangiovese	Keskitäyteläinen , keskitanniininen, marjainen, makean karpaloinen, kevyen mustikkainen	kartonkitölkki	muovisuljin	13,00	5	7				90	vakiovalikoima
005986	Don Camillo Sangiovese 2012		0,75	11,99	15,85		110	punaviinit				Italia	Abruzzit		2012	Farnese, IGT Terre di Chieti		Sangiovese, Cabernet Sauvignon	Täyteläinen , keskitanniininen, tummakirsikkainen, makean karpaloinen, mausteinen, runsaan vaniljainen	pullo	metallinen kierrekapseli	13,00	5,4	9				90	vakiovalikoima
458867	Allora Primitivo 2011		0,75	9,98	13,17		110	punaviinit				Italia	Apulia		2011	Calatrasi, IGP Salento		Primitivo	Täyteläinen , tanniininen, kypsän karpaloinen, kevyen boysenmarjainen, mausteyrttinen	pullo	luonnonkorkki	14,00	5,5	5				90	vakiovalikoima
005975	Canaletto Rosso Salento 2010		0,75	7,79	10,25		110	punaviinit				Italia	Apulia		2010	Casa Girelli, IGT Salento		Primitivo, Negroamaro	Keskitäyteläinen , keskitanniininen, puolukkainen, kirsikkainen, hennon mausteinen	pullo	metallinen kierrekapseli	13,00	5,4					90	vakiovalikoima
466887	Cefalicchio Rosso 2010		0,75	14,83	19,64		110	punaviinit		luomu, biodynaaminen		Italia	Apulia		2010	Azienda Agricola Cefalicchio, DOC Rosso Canosa		Nero di Troia, Montepulciano	Keskitäyteläinen , tanniininen, hapankirsikkainen, viikunainen, mausteinen, hennon nahkainen	pullo	luonnonkorkki	13,00	5					80	vakiovalikoima
432548	Doppio Passo Primitivo 2013 hanapakkaus		3,00	31,90	10,63		110	punaviinit				Italia	Apulia		2013	Botter Carlo, IGT Salento		Primitivo	Keskitäyteläinen , keskitanniininen, makean kirsikkainen, marjahilloinen, mausteinen	hanapakkaus	kartonkipakkaus	13,00	5,3	18				90	vakiovalikoima
482367	Feudi di San Marzano Primitivo 2012		0,75	8,97	11,83		110	punaviinit				Italia	Apulia		2012	Feudi di San Marzano, IGP Puglia		Primitivo	Keskitäyteläinen , tanniininen, kirsikkahilloinen, luumuinen, mausteinen	pullo	metallinen kierrekapseli	13,50	5,2	10				90	vakiovalikoima
453988	Mezzomondo Negroamaro  hanapakkaus		3,00	29,90	9,97		110	punaviinit				Italia	Apulia			Accolade Wines, IGT Puglia		Negroamaro	Keskitäyteläinen , keskitanniininen, makean karpaloinen, hennon mausteinen, kevyen tamminen	hanapakkaus	kartonkipakkaus	13,50	5,4					90	vakiovalikoima
441447	Nero Copertino Riserva 2010		0,75	8,98	11,84		110	punaviinit				Italia	Apulia		2010	Fe.Vi., DOC Copertino		Negroamaro, Malvasia Nera di Brindisi, Montepulciano, Sangiovese	Keskitäyteläinen , keskitanniininen, marjahilloinen, mausteinen, tamminen	pullo	luonnonkorkki	13,00	5,3	11				90	vakiovalikoima
432687	Nero Negroamaro Cabernet Sauvignon 2011		0,75	7,98	10,51		110	punaviinit				Italia	Apulia		2011	Fe.Vi., IGT Puglia		Negroamaro, Cabernet Sauvignon	Täyteläinen , tanniininen, puolimakea, marjahilloinen, mausteinen, kaakaoinen, vaniljainen	pullo	metallinen kierrekapseli	13,00	5,4	11				90	vakiovalikoima
006346	Pasqua Sanzeno Sangiovese 2012		0,75	7,19	9,45		110	punaviinit				Italia	Apulia		2012	Pasqua, IGT Sangiovese Puglia		Sangiovese	Keskitäyteläinen , keskitanniininen, karpaloinen, hennon vadelmainen, kevyen yrttinen	pullo	metallinen kierrekapseli	12,00	5,4	7				80	vakiovalikoima
465507	Passimo 		0,75	8,98	11,84	uutuus	110	punaviinit				Italia	Apulia			Solera Chardonnay Wines, IGT Puglia		Negroamaro, Sangiovese .	Keskitäyteläinen , keskitanniininen, makean marjainen, kirsikkainen, hennon mausteinen	pullo	metallinen kierrekapseli	13,50	5,8	18				100	vakiovalikoima
005155	Salice Salentino Nero Riserva 2009		0,75	8,49	11,19		110	punaviinit				Italia	Apulia		2009	Fe.Vi., DOC Salice Salentino		Negroamaro, Malvasia Nera	Keskitäyteläinen , keskitanniininen, puolimakea, kirsikkainen, kevyen vaniljainen	pullo	luonnonkorkki	13,00	5,6	13				90	vakiovalikoima
414747	San Marzano Vindoro 2012		0,75	9,98	13,17		110	punaviinit				Italia	Apulia		2012	Cantine San Marzano, IGP Puglia		Primitivo, Negroamaro, Merlot	Täyteläinen , tanniininen, tumman luumuinen, karhunvatukkainen, mausteinen, kevyen tamminen, lämmin	pullo	metallinen kierrekapseli	13,50	5,4	9				90	vakiovalikoima
426127	MontePasso 2011		0,75	9,84	12,99		110	punaviinit				Italia	Marche		2011	Terre Cortesi Moncaro, DOC Rosso Conero		Montepulciano, Sangiovese	Täyteläinen , tanniininen, kypsän kirsikkainen, karhunvatukkainen, mausteinen, kevyen vaniljainen	pullo	metallinen kierrekapseli	13,50	5	5				90	vakiovalikoima
434187	Ca' De' Medici Lambrusco Scuro 		0,75	10,45	13,80		110	punaviinit				Italia	Muut			Ca' De' Medici, DOC Lambrusco Reggiano		Lambrusco Salamino, Lambrusco Montericco, Lambrusco Ancellotta	Keskitäyteläinen , keskitanniininen, pirskahteleva, hapokas, kirsikkainen, puolukkainen, hennon mausteinen	pullo	luonnonkorkki	11,00	6,7	14				80	vakiovalikoima
469177	Cantine Salvatore Rutilia 2009		0,75	16,09	21,45		110	punaviinit				Italia	Muut		2009	Cantine Salvatore, DOC Tintilia del Molise		Tintilia	Täyteläinen , keskitanniininen, hapankirsikkainen, luumuinen, lakritsinen, yrttinen, tamminen	pullo	luonnonkorkki	14,00	5,1	5				90	vakiovalikoima
478197	Capitulum 2011		0,75	15,64	20,85		110	punaviinit				Italia	Muut		2011	Azienda Vinicola Federici, DOCG Cesanese del Piglio		Cesanese di Affile	Keskitäyteläinen , keskitanniininen, hapankirsikkainen, mausteinen, hennon nahkainen	pullo	luonnonkorkki	13,50	5,3					90	vakiovalikoima
464247	Falesco RC2 Sagrantino di Montefalco 2008		0,75	25,20	33,60		110	punaviinit				Italia	Muut		2008	Vinicola Falesco, DOCG Sagrantino di Montefalco		Sagrantino	Täyteläinen , erittäin tanniininen, hapankirsikkainen, viikunainen, luumuinen, mausteinen, hennon nahkainen, kevyen lyijykynäinen, tamminen	pullo	luonnonkorkki	14,50	5,7					90	vakiovalikoima
406547	Il Papavero Rosso 		0,75	7,98	10,51		110	punaviinit				Italia	Muut			Barone Montalto, Vino da Tavola Rosso		Sangiovese, Montepulciano, Nero d'Avola	Keskitäyteläinen , keskitanniininen, makean kirsikkainen, tumman marjainen, mausteinen, kevyen vaniljainen	pullo	metallinen kierrekapseli	12,50	5,3	9				80	vakiovalikoima
421277	Lacryma Christi Rosso 2012		0,75	13,97	18,49		110	punaviinit				Italia	Muut		2012	Feudi di San Gregorio, DOC Lacryma Christi del Vesuvio		Piedirosso, Aglianico	Keskitäyteläinen , tanniininen, hapankirsikkainen, kevyen luumuinen, mausteinen, hennon tamminen	pullo	luonnonkorkki	12,50	5,3					80	vakiovalikoima
453777	Lambrusco Grasparossa di Castelvetro Amabile il Fojonco 		0,75	7,81	10,28		110	punaviinit				Italia	Muut			Riunite, DOC Lambrusco Grasparossa di Castelvetro		Lambrusco Grasparossa	Keskitäyteläinen , vähätanniininen, makea, pirskahteleva, karhunvatukkainen, hennon mansikkainen	pullo	luonnonkorkki	8,00	5,7	45				70	vakiovalikoima
473457	Villa Rajna Pinot Nero 2012		0,75	15,28	20,37		110	punaviinit				Italia	Muut		2012	Le Fracce, IGT Provincia di Pavia		Pinot Nero	Kevyt , keskitanniininen, kirsikkahilloinen, hennon puolukkainen, mausteinen, kevyen tamminen	pullo	synteettinen korkki	13,50	4,8					90	vakiovalikoima
414274	Damilano Lecinquevigne Barolo 2008		0,38	17,75	47,33		110	punaviinit				Italia	Piemonte		2008	Damilano, DOCG Barolo		Nebbiolo	Täyteläinen , erittäin tanniininen, hapokas, kypsän kirsikkainen, viikunainen, mausteinen, kevyen tamminen, rodukas	pullo	luonnonkorkki	14,00	5,5					90	vakiovalikoima
428997	Fenocchio Barolo 2009		0,75	29,90	39,73		110	punaviinit				Italia	Piemonte		2009	Giacomo Fenocchio, DOCG Barolo		Nebbiolo	Täyteläinen , erittäin tanniininen, hapokas, hapankirsikkainen, karpaloinen, mausteinen, tamminen, vivahteikas	pullo	luonnonkorkki	14,00	5,3					90	vakiovalikoima
454387	Fontanafredda Barolo La Villa 2004		0,75	68,10	90,80		110	punaviinit				Italia	Piemonte		2004	Fontanafredda, DOCG Barolo		Nebbiolo	Keskitäyteläinen , erittäin tanniininen, hapokas, viikunainen, tumman luumuinen, nahkainen, yrttinen, tamminen, hennon lakritsinen, vivahteikas	pullo	luonnonkorkki	14,00	5,6					90	vakiovalikoima
435677	Lo Zoccolaio Dolcetto d'Alba 2012		0,75	12,73	16,84		110	punaviinit				Italia	Piemonte		2012	Lo Zoccolaio, DOC Dolcetto d'Alba	Pullossa sakkaa	Dolcetto	Keskitäyteläinen , keskitanniininen, kirsikkainen, punaherukkainen, hennon kukkainen, yrttinen	pullo	luonnonkorkki	13,00	5,3					80	vakiovalikoima
476267	Luigi Einaudi Barolo Terlo 2010		0,75	39,70	52,80		110	punaviinit				Italia	Piemonte		2010	Luigi Einaudi, DOCG Barolo		Nebbiolo	Täyteläinen , erittäin tanniininen, hapokas, hapankirsikkainen, viikunainen, hennon yrttinen, tamminen, rodukas, lämmin, pitkä	pullo	luonnonkorkki	14,00	5,7					90	vakiovalikoima
490268	Malvira' S.Guglielmo 2004		1,50	61,10	40,73		110	punaviinit				Italia	Piemonte		2004	Malvira' di Diamonte, DOC Langhe			Keskitäyteläinen , tanniininen, hapokas, hapankirsikkainen, viikunainen, nahkainen, mausteinen	pullo	luonnonkorkki	14,00	5,9					90	erikoisvalikoima
447377	Pio Cesare Barbera d'Alba 2012		0,75	19,04	25,25		110	punaviinit				Italia	Piemonte		2012	Pio Cesare, DOC Barbera d'Alba		Barbera	Keskitäyteläinen , tanniininen, kirsikkainen, karpaloinen, kevyen viikunainen, hennon tamminen	pullo	luonnonkorkki	13,50	6,7					90	vakiovalikoima
432087	Rovero Barbera d'Asti Sanpansè 2012		0,75	11,80	15,60		110	punaviinit		luomu		Italia	Piemonte		2012	Rovero, DOCG Barbera d'Asti		Barbera	Täyteläinen , tanniininen, hapankirsikkainen, tumman marjainen, mausteinen, hennon tamminen	pullo	luonnonkorkki	14,00	6					90	vakiovalikoima
445857	Travaglini Gattinara 2008		0,75	21,90	29,07		110	punaviinit				Italia	Piemonte		2008	Giancarlo Travaglini, DOCG Gattinara		Nebbiolo	Keskitäyteläinen , erittäin tanniininen, hapokas, kypsän kirsikkainen, viikunainen, mausteisen tamminen, hennon nahkainen, rodukas	pullo	luonnonkorkki	13,50	5,5					90	vakiovalikoima
411517	Trifula 2011		0,75	8,79	11,59		110	punaviinit				Italia	Piemonte		2011	Barone Montalto, DOC Rosso Piemonte		Nebbiolo, Barbera, Dolcetto, Pinot Noir	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, hapankirsikkainen, kevyen mausteinen	pullo	metallinen kierrekapseli	13,50	5,7					90	vakiovalikoima
417687	Ugo Lequio Barbaresco Gallina 2010		0,75	23,90	31,73		110	punaviinit				Italia	Piemonte		2010	Ugo Lequio, DOCG Barbaresco		Nebbiolo	Täyteläinen , erittäin tanniininen, hapokas, kirsikkainen, karpaloinen, kevyen viikunainen, lääkeyrttinen, tamminen	pullo	luonnonkorkki	14,00	5,3					90	vakiovalikoima
481737	Meloni Cannonau di Sardegna 2010		0,75	10,30	13,60		110	punaviinit		luomu		Italia	Sardinia		2010	Meloni vini, DOC Cannonau di Sardegna		Cannonau	Keskitäyteläinen , keskitanniininen, hapokas, kypsän kirsikkainen, kevyen mausteinen, puinen	pullo	luonnonkorkki	13,00	5,7					80	vakiovalikoima
422767	Canapi Shiraz 2012		0,75	7,34	9,65		110	punaviinit				Italia	Sisilia		2012	C.F.M., IGP Terre Siciliane		Shiraz	Keskitäyteläinen , keskitanniininen, kirsikkainen, karpaloinen, mausteinen	pullo	metallinen kierrekapseli	13,00	5,4	7				90	vakiovalikoima
469887	Chiaramonte Nero d'Avola 2011		0,75	9,29	12,25		110	punaviinit				Italia	Sisilia		2011	Firriato, IGT Sicilia		Nero d'Avola	Keskitäyteläinen , keskitanniininen, hapokas, kypsän karpaloinen, mausteinen, hennon vaniljainen	pullo	luonnonkorkki	14,00	6					90	vakiovalikoima
404157	Cortese Cerasuolo di Vittoria 2012		0,75	14,64	19,39		110	punaviinit		luomu		Italia	Sisilia		2012	Azienda Agricola Cortese, DOCG Cerasuolo di Vittoria		Nero d'Avola, Frappato	Keskitäyteläinen , keskitanniininen, hapokas, kirsikkainen, punaherukkainen, kevyen lakritsinen, mausteinen	pullo	luonnonkorkki	13,00	6,2					80	vakiovalikoima
447987	Duca di Camastra Nero d'Avola 2012		0,75	8,30	10,93		110	punaviinit				Italia	Sisilia		2012	I.E.I., IGT Sicilia		Nero d'Avola	Keskitäyteläinen , keskitanniininen, karpaloinen, vadelmainen, kevyen yrttinen	pullo	metallinen kierrekapseli	13,00	5,4					80	vakiovalikoima
483587	L'Auratae Nero d'Avola 2012		0,75	8,36	11,01		110	punaviinit		luomu		Italia	Sisilia		2012	VI-MI, IGP Sicilia	Pullossa sakkaa	Nero d'Avola	Keskitäyteläinen , keskitanniininen, hapankirsikkainen, puolukkainen, hennon mausteinen, puinen	pullo	metallinen kierrekapseli	13,00	4,7	5				90	vakiovalikoima
472338	Maestro Italiano Nero d'Avola Syrah  hanapakkaus		3,00	29,90	9,97		110	punaviinit				Italia	Sisilia			Cielo e Terra, IGT Sicilia		Nero d'Avola, Syrah	Täyteläinen , keskitanniininen, marjainen, kevyen kirsikkainen, hennon mausteinen	hanapakkaus	kartonkipakkaus	13,50	5,2	8				90	vakiovalikoima
484097	Mont'Albano Organic Nero d'Avola 2012		0,75	8,65	11,40		110	punaviinit		luomu		Italia	Sisilia		2012	Mont'Albano, IGT Terre Siciliane		Nero d'Avola	Keskitäyteläinen , tanniininen, karpaloinen, kirsikkainen, hennon pippurinen	pullo	metallinen kierrekapseli	13,00	5,3					90	vakiovalikoima
457867	Montalto Nero d'Avola Appassimento 2012		0,75	9,98	13,17		110	punaviinit				Italia	Sisilia		2012	Barone Montalto, IGT Terre Siciliane		Nero d'Avola	Erittäin täyteläinen , keskitanniininen, makea, herukkahilloinen, kypsän mustikkainen, hennon yrttinen, kevyen mausteinen, lämmin	pullo	metallinen kierrekapseli	14,50	4,6	20				100	vakiovalikoima
467557	Montalto Nero d'Avola Merlot 2012		0,75	7,79	10,25		110	punaviinit				Italia	Sisilia		2012	Barone Montalto, IGT Terre Siciliane		Nero d'Avola, Merlot	Keskitäyteläinen , keskitanniininen, tumman marjainen, kypsän puolukkainen, kevyen mausteinen	pullo	metallinen kierrekapseli	14,00	5,5	4				90	vakiovalikoima
453828	Montalto Syrah 2013 muovipullo		1,00	9,99	9,59		110	punaviinit				Italia	Sisilia		2013	Montalto, IGT Terre Siciliane		Syrah	Keskitäyteläinen , keskitanniininen, herukkainen, kypsän puolukkainen, kevyen mausteinen	muovipullo	muovisuljin	14,00	6,2					90	vakiovalikoima
423377	Patrono Noto Nero d'Avola 2010		0,75	20,40	27,07		110	punaviinit				Italia	Sisilia		2010	Feudo Ramaddini, DOP Noto		Nero d'Avola	Täyteläinen , keskitanniininen, hapankirsikkainen, kypsän luumuinen, mausteinen, yrttinen, nahkainen	pullo	luonnonkorkki	13,50	6					90	vakiovalikoima
452207	Planeta Etna Rosso 2012		0,75	13,90	18,40		110	punaviinit				Italia	Sisilia		2012	Planeta, DOC Etna Rosso		Nerello Mascalese	Kevyt , keskitanniininen, hapankirsikkainen, vadelmainen, kevyen mansikkainen, hennon mausteinen, ryhdikäs	pullo	luonnonkorkki	14,00	4,9					90	vakiovalikoima
451897	Terre di Ginestra Nero d'Avola 2011		0,75	9,98	13,17		110	punaviinit				Italia	Sisilia		2011	Calatrasi, IGP Sicilia		Nero d'Avola	Keskitäyteläinen , tanniininen, hapokas, karpaloinen, kirsikkainen, yrttinen, puinen	pullo	luonnonkorkki	14,00	5,7	5				90	vakiovalikoima
420007	Voga Italia Quattro 2011		0,75	9,98	13,17		110	punaviinit				Italia	Sisilia		2011	SCA, IGT Sicilia		Merlot, Cabernet Sauvignon, Shiraz, Pinot Noir	Keskitäyteläinen , keskitanniininen, kypsän marjainen, karpaloinen, mausteinen, hennon tamminen	pullo	synteettinen korkki	13,00	4,8	8				90	vakiovalikoima
443037	Borgo Salcetino Lucarello Riserva 2010		0,75	19,97	26,49		110	punaviinit				Italia	Toscana		2010	Borgo Salcetino, DOCG Chianti Classico		Sangiovese, Canaiolo	Erittäin täyteläinen , tanniininen, mustaherukkainen, kypsän karpaloinen, tummakirsikkainen, mausteinen, tamminen, roteva, lämmin	pullo	luonnonkorkki	14,50	5,3					90	vakiovalikoima
418277	Borgo Syrah 2011		0,75	18,09	24,12		110	punaviinit				Italia	Toscana		2011	Tenimenti Luigi d'Alessandro, DOC Cortona		Syrah	Täyteläinen , tanniininen, tummakirsikkainen, mustaherukkainen, mausteinen, kevyen mokkainen, tyylikäs	pullo	luonnonkorkki	13,00	5,2					80	vakiovalikoima
449897	Brolio Chianti Classico 2010		0,75	19,04	25,25		110	punaviinit				Italia	Toscana		2010	Barone Ricasoli, DOCG Chianti Classico		Sangiovese, Merlot, Cabernet Sauvignon	Täyteläinen , tanniininen, kypsän kirsikkainen, punaherukkainen, mausteinen, mokkainen, hennon nahkainen, rodukas	pullo	luonnonkorkki	13,50	5,4					90	vakiovalikoima
456127	Cabreo Il Borgo 2010		0,75	36,90	49,07		110	punaviinit				Italia	Toscana		2010	Ambrogio e Giovanni Folonari, IGT Toscana		Sangiovese, Cabernet Sauvignon	Täyteläinen , tanniininen, tumman luumuinen, karpaloinen, mausteinen, kevyen nahkainen, setrinen, lämmin, pitkä	pullo	luonnonkorkki	14,50	5,2					100	vakiovalikoima
485417	Caprili Brunello di Montalcino 2008		0,75	34,80	46,27		110	punaviinit				Italia	Toscana		2008	Caprili, DOCG Brunello di Montalcino		Sangiovese Grosso	Täyteläinen , erittäin tanniininen, hapokas, tummakirsikkainen, viikunainen, kevyen lääkeyrttinen, hennon nahkainen, mausteinen, tamminen, rodukas, lämmin, pitkä	pullo	luonnonkorkki	15,00	5,7					100	vakiovalikoima
005675	Castiglioni Chianti 2011		0,75	11,39	15,05		110	punaviinit				Italia	Toscana		2011	Frescobaldi, DOCG Chianti		Sangiovese, Merlot	Keskitäyteläinen , tanniininen, hapankirsikkainen, kevyen yrttinen, hennon mausteinen	pullo	luonnonkorkki	14,00	5,3					80	vakiovalikoima
477577	Chianti Baroncini 2012		0,75	9,98	13,17		110	punaviinit				Italia	Toscana		2012	Baroncini, DOCG Chianti		Sangiovese, Canaiolo, Malvasia	Kevyt , keskitanniininen, puolukkainen, kevyen tallinen	pullo	luonnonkorkki	12,50	5,2					80	vakiovalikoima
477538	Col d'Orcia Brunello di Montalcino Riserva 1980		1,50	304,00	202,67		110	punaviinit				Italia	Toscana		1980	Col d'Orcia 			Keskitäyteläinen , keskitanniininen, hapankirsikkainen, kypsän viikunainen, mausteinen, nahkainen, kevyen kahvinen, hennon yrttinen	pullo	luonnonkorkki	14,00	6,6					90	erikoisvalikoima
493797	De Triachi Montecucco 2010		0,75	20,30	26,93		110	punaviinit				Italia	Toscana		2010	Martellini Donatella Arcidosso, DOC Montecucco Rosso	Pullossa sakkaa	Sangiovese, Merlot, Cabernet Sauvignon	Täyteläinen , tanniininen, hapankirsikkainen, tumman luumuinen, mausteinen, tamminen, hennon nahkainen, vivahteikas	pullo	luonnonkorkki	13,50	8					90	vakiovalikoima
461477	Farnito Camponibbio 2007		0,75	28,50	37,87		110	punaviinit				Italia	Toscana		2007	Carpineto, IGT Toscana		Sangiovese, Cabernet Sauvignon	Täyteläinen , tanniininen, hapankirsikkainen, herukkainen, hennon mokkainen, mausteinen, tamminen, robusti	pullo	luonnonkorkki	13,50	5,1					90	vakiovalikoima
465237	Fontella Chianti 2011		0,75	9,79	12,92		110	punaviinit				Italia	Toscana		2011	Casa Girelli, DOCG Chianti		Sangiovese, Canaiolo	Keskitäyteläinen , tanniininen, kypsän karpaloinen, hennon kirsikkainen, kevyen mausteinen	pullo	luonnonkorkki	13,00	5,3					80	vakiovalikoima
420928	Il Caberlot 2007		1,50	227,50	151,67		110	punaviinit				Italia	Toscana		2007	Podere Il Carnasciale, IGT Toscana			Täyteläinen , tanniininen, herukkainen, kirsikkainen, kypsän karpaloinen, yrttinen, setrinen, mausteinen, moniulotteinen	pullo	luonnonkorkki	13,50	5,8					90	erikoisvalikoima
